antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Stakeholder Management,"User Research, Data Science",0.042,0.0335,0.031,0.738095238095238,22.032693674484715,1.0,0.029593,3.6902727272727263,0.9964644083776686,0.6966292134831459,0.7290173182568422,0.8317341862117981
"User Research, Data Science",Stakeholder Management,0.0335,0.042,0.031,0.9253731343283581,22.032693674484715,1.0,0.029593,12.837199999999982,0.9877008827995928,0.6966292134831459,0.9221013928270961,0.8317341862117981
Product Strategy,"User Research, Market Research",0.042,0.0335,0.031,0.738095238095238,22.032693674484715,1.0,0.029593,3.6902727272727263,0.9964644083776686,0.6966292134831459,0.7290173182568422,0.8317341862117981
"User Research, Market Research",Stakeholder Management,0.0335,0.042,0.031,0.9253731343283581,22.032693674484715,1.0,0.029593,12.837199999999982,0.9877008827995928,0.6966292134831459,0.9221013928270961,0.8317341862117981
Data Science,"Product Strategy, Market Research",0.0405,0.037,0.033,0.8148148148148149,22.022022022022025,1.0,0.0315015,5.2002000000000015,0.9948836988962053,0.7415730337078652,0.807699703857544,0.8533533533533535
"Product Strategy, Market Research",Data Science,0.037,0.0405,0.033,0.891891891891892,22.022022022022025,1.0,0.0315015,8.875375000000009,0.9912678183706221,0.7415730337078652,0.88732870442094,0.8533533533533535
"Roadmapping, Market Research",Mvp,0.036,0.041,0.0325,0.9027777777777779,22.0189701897019,1.0,0.031024000000000003,9.864000000000011,0.990233003511012,0.7303370786516854,0.8986212489862127,0.8477303523035231
Mvp,"Market Research, Stakeholder Management",0.041,0.036,0.0325,0.7926829268292683,22.0189701897019,1.0,0.031024000000000003,4.6498823529411775,0.9953958450308816,0.7303370786516854,0.784940795466046,0.8477303523035231
"Market Research, Stakeholder Management",Mvp,0.036,0.041,0.0325,0.9027777777777779,22.0189701897019,1.0,0.031024000000000003,9.864000000000011,0.990233003511012,0.7303370786516854,0.8986212489862127,0.8477303523035231
Mvp,"Jira, Data Science",0.041,0.036,0.0325,0.7926829268292683,22.0189701897019,1.0,0.031024000000000003,4.6498823529411775,0.9953958450308816,0.7303370786516854,0.784940795466046,0.8477303523035231
"Jira, Data Science",Mvp,0.036,0.041,0.0325,0.9027777777777779,22.0189701897019,1.0,0.031024000000000003,9.864000000000011,0.990233003511012,0.7303370786516854,0.8986212489862127,0.8477303523035231
Mvp,"Roadmapping, Market Research",0.041,0.036,0.0325,0.7926829268292683,22.0189701897019,1.0,0.031024000000000003,4.6498823529411775,0.9953958450308816,0.7303370786516854,0.784940795466046,0.8477303523035231
Stakeholder Management,"User Research, Scrum",0.042,0.033,0.0305,0.7261904761904762,22.005772005772005,1.0,0.029114,3.531652173913043,0.9964064478592698,0.6853932584269661,0.7168464076426847,0.8252164502164502
"User Research, Scrum",Stakeholder Management,0.033,0.042,0.0305,0.9242424242424242,22.005772005772002,1.0,0.029114,12.645599999999993,0.9871327580653365,0.6853932584269661,0.920921110900234,0.8252164502164502
Market Research,"Mvp, Agile",0.0415,0.0345,0.0315,0.7590361445783133,22.001047668936614,1.0,0.03006825,4.006825,0.9958764935290757,0.7078651685393257,0.7504258359174658,0.8360398114195914
"Mvp, Agile",Market Research,0.0345,0.0415,0.0315,0.9130434782608695,22.001047668936614,1.0,0.03006825,11.022749999999993,0.9886562600182487,0.7078651685393257,0.9092785375700255,0.8360398114195914
"Jira, Mvp",Data Science,0.0365,0.0405,0.0325,0.8904109589041097,21.985455775410117,1.0,0.03102175,8.75543750000001,0.9906750229531756,0.7303370786516854,0.8857852620157475,0.8464400473532894
Data Science,"Jira, Mvp",0.0405,0.0365,0.0325,0.8024691358024691,21.985455775410117,1.0,0.03102175,4.8777187500000005,0.9948049865715316,0.7303370786516854,0.7949861295303261,0.8464400473532894
"User Research, Product Strategy",Market Research,0.034,0.0415,0.031,0.9117647058823529,21.970233876683203,1.0,0.029589,10.862999999999998,0.988078541374474,0.6966292134831459,0.9079443984166436,0.8293763288447908
Market Research,"User Research, Product Strategy",0.0415,0.034,0.031,0.7469879518072289,21.9702338766832,1.0,0.029589,3.817999999999999,0.9958099853601898,0.6966292134831459,0.7380827658459926,0.8293763288447908
Mvp,"Agile, Stakeholder Management",0.041,0.035,0.0315,0.7682926829268293,21.95121951219512,1.0,0.030065,4.164736842105263,0.9952496813810683,0.7078651685393257,0.7598887905977505,0.8341463414634146
"Agile, Stakeholder Management",Mvp,0.035,0.041,0.0315,0.8999999999999999,21.95121951219512,1.0,0.030065,9.589999999999991,0.9890616004605642,0.7078651685393257,0.8957247132429613,0.8341463414634146
Data Science,"Stakeholder Management, Scrum",0.0405,0.0355,0.0315,0.7777777777777778,21.909233176838814,1.0,0.03006225,4.34025,0.9946400655103104,0.7078651685393259,0.7695985254305627,0.8325508607198748
"Stakeholder Management, Scrum",Data Science,0.0355,0.0405,0.0315,0.8873239436619719,21.90923317683881,1.0,0.03006225,8.515562500000003,0.9894838184107234,0.7078651685393259,0.8825679454528107,0.8325508607198748
"User Research, Stakeholder Management",Data Science,0.035,0.0405,0.031,0.8857142857142857,21.869488536155202,1.0,0.0295825,8.395624999999997,0.9888851746615411,0.6966292134831459,0.8808903446735651,0.8255731922398588
Data Science,"User Research, Stakeholder Management",0.0405,0.035,0.031,0.7654320987654321,21.8694885361552,1.0,0.0295825,4.1139473684210515,0.9945536149540252,0.6966292134831459,0.7569244546792042,0.8255731922398588
Product Strategy,"Roadmapping, Stakeholder Management",0.042,0.0365,0.0335,0.7976190476190477,21.852576647097198,1.0,0.031967,4.760823529411766,0.9960739101984856,0.7444444444444445,0.7899523068179011,0.857713633398565
"Roadmapping, Stakeholder Management",Product Strategy,0.0365,0.042,0.0335,0.9178082191780823,21.852576647097198,1.0,0.031967,11.655666666666683,0.9903879667567714,0.7444444444444445,0.9142048216890212,0.857713633398565
Stakeholder Management,"Mvp, Data Science",0.042,0.036,0.033,0.7857142857142857,21.825396825396826,1.0,0.031488,4.498666666666666,0.9960144239893718,0.7333333333333334,0.7777119146413752,0.8511904761904763
"Mvp, Data Science",Stakeholder Management,0.036,0.042,0.033,0.9166666666666667,21.825396825396826,1.0,0.031488,11.49600000000001,0.989815164089023,0.7333333333333334,0.9130132219902576,0.8511904761904763
"Roadmapping, Market Research",Product Strategy,0.036,0.042,0.033,0.9166666666666667,21.825396825396826,1.0,0.031488,11.49600000000001,0.989815164089023,0.7333333333333334,0.9130132219902576,0.8511904761904763
Product Strategy,"Roadmapping, Market Research",0.042,0.036,0.033,0.7857142857142857,21.825396825396826,1.0,0.031488,4.498666666666666,0.9960144239893718,0.7333333333333334,0.7777119146413752,0.8511904761904763
Product Strategy,"Market Research, Scrum",0.042,0.0355,0.0325,0.7738095238095238,21.797451374916168,1.0,0.031009000000000002,4.264105263157895,0.9959531074353623,0.7222222222222223,0.76548421338468,0.8446512407780014
Product Strategy,"Mvp, Roadmapping",0.042,0.0355,0.0325,0.7738095238095238,21.797451374916168,1.0,0.031009000000000002,4.264105263157895,0.9959531074353623,0.7222222222222223,0.76548421338468,0.8446512407780014
"Mvp, Roadmapping",Product Strategy,0.0355,0.042,0.0325,0.915492957746479,21.797451374916164,1.0,0.031009000000000002,11.336333333333348,0.9892411372971249,0.7222222222222223,0.9117880561027965,0.8446512407780014
"Market Research, Scrum",Product Strategy,0.0355,0.042,0.0325,0.915492957746479,21.797451374916164,1.0,0.031009000000000002,11.336333333333348,0.9892411372971249,0.7222222222222223,0.9117880561027965,0.8446512407780014
"User Research, Product Strategy",Data Science,0.034,0.0405,0.03,0.8823529411764705,21.786492374727665,1.0,0.028623,8.15574999999999,0.9876811594202899,0.6741573033707863,0.8773871195169051,0.8115468409586055
Data Science,"User Research, Product Strategy",0.0405,0.034,0.03,0.7407407407407407,21.786492374727665,1.0,0.028623,3.725999999999999,0.994372068785826,0.6741573033707863,0.7316156736446591,0.8115468409586055
"Product Strategy, Data Science",Stakeholder Management,0.035,0.042,0.032,0.9142857142857143,21.768707482993197,1.0,0.03053,11.176666666666662,0.9886658031088082,0.7111111111111109,0.9105278854756934,0.838095238095238
Stakeholder Management,"Product Strategy, Data Science",0.042,0.035,0.032,0.7619047619047619,21.768707482993193,1.0,0.03053,4.052999999999999,0.9958898747390398,0.7111111111111109,0.7532691833209968,0.838095238095238
"Product Strategy, Scrum",Market Research,0.036,0.0415,0.0325,0.9027777777777779,21.75368139223561,1.0,0.031006000000000002,9.858857142857156,0.9896584743057774,0.7222222222222223,0.8985683649220427,0.8429551539491299
"Mvp, Stakeholder Management",Market Research,0.036,0.0415,0.0325,0.9027777777777779,21.75368139223561,1.0,0.031006000000000002,9.858857142857156,0.9896584743057774,0.7222222222222223,0.8985683649220427,0.8429551539491299
Market Research,"Product Strategy, Scrum",0.0415,0.036,0.0325,0.7831325301204819,21.75368139223561,1.0,0.031006000000000002,4.44511111111111,0.995337265759801,0.7222222222222223,0.7750337449382593,0.8429551539491299
Market Research,"Mvp, Stakeholder Management",0.0415,0.036,0.0325,0.7831325301204819,21.75368139223561,1.0,0.031006000000000002,4.44511111111111,0.995337265759801,0.7222222222222223,0.7750337449382593,0.8429551539491299
"Mvp, Agile",Stakeholder Management,0.0345,0.042,0.0315,0.9130434782608695,21.739130434782606,1.0,0.030051,11.016999999999992,0.9880890730191612,0.6999999999999998,0.9092311881637469,0.8315217391304348
Stakeholder Management,"Mvp, Agile",0.042,0.0345,0.0315,0.75,21.739130434782606,1.0,0.030051,3.862,0.9958246346555324,0.6999999999999998,0.7410668047643708,0.8315217391304348
"Jira, Product Strategy",Mvp,0.0365,0.041,0.0325,0.8904109589041097,21.717340461075846,1.0,0.0310035,8.75087500000001,0.990092211887749,0.7222222222222223,0.8857257131429715,0.8415469428666891
Mvp,"Jira, Product Strategy",0.041,0.0365,0.0325,0.7926829268292683,21.717340461075846,1.0,0.0310035,4.647470588235295,0.9947381086067217,0.7222222222222223,0.784829192350045,0.8415469428666891
Dart,Kotlin,0.04,0.038,0.033,0.8250000000000001,21.710526315789476,1.0,0.03148,5.497142857142859,0.9936868686868687,0.7333333333333334,0.8180873180873182,0.8467105263157895
Kotlin,Dart,0.038,0.04,0.033,0.868421052631579,21.710526315789473,1.0,0.03148,7.296000000000002,0.9916209916209916,0.7333333333333334,0.8629385964912281,0.8467105263157895
"Product Strategy, Scrum",Mvp,0.036,0.041,0.032,0.888888888888889,21.680216802168022,1.0,0.030524000000000003,8.631000000000004,0.989496887966805,0.7111111111111111,0.8841385702699572,0.8346883468834689
Mvp,"Product Strategy, Scrum",0.041,0.036,0.032,0.7804878048780488,21.680216802168022,1.0,0.030524000000000003,4.391555555555556,0.9946558915537018,0.7111111111111111,0.7722902540228722,0.8346883468834689
Mvp,Data Science,0.041,0.0405,0.036,0.8780487804878048,21.68021680216802,1.0,0.034339499999999995,7.8678999999999935,0.9946558915537016,0.7912087912087911,0.8729012824260602,0.8834688346883468
Data Science,Mvp,0.0405,0.041,0.036,0.8888888888888888,21.68021680216802,1.0,0.034339499999999995,8.630999999999997,0.994137571651902,0.7912087912087911,0.8841385702699571,0.8834688346883468
Roadmapping,"Product Strategy, Agile",0.042,0.0335,0.0305,0.7261904761904762,21.6773276474769,1.0,0.029093,3.5298260869565214,0.9956877374311237,0.6777777777777776,0.7166999236321533,0.8183191186922529
Stakeholder Management,"Product Strategy, Agile",0.042,0.0335,0.0305,0.7261904761904762,21.6773276474769,1.0,0.029093,3.5298260869565214,0.9956877374311237,0.6777777777777776,0.7166999236321533,0.8183191186922529
Stakeholder Management,"Roadmapping, User Research",0.042,0.0335,0.0305,0.7261904761904762,21.6773276474769,1.0,0.029093,3.5298260869565214,0.9956877374311237,0.6777777777777776,0.7166999236321533,0.8183191186922529
"Product Strategy, Agile",Roadmapping,0.0335,0.042,0.0305,0.9104477611940298,21.6773276474769,1.0,0.029093,10.697666666666661,0.9869310423787029,0.6777777777777776,0.9065216713925155,0.8183191186922529
Product Strategy,"Roadmapping, User Research",0.042,0.0335,0.0305,0.7261904761904762,21.6773276474769,1.0,0.029093,3.5298260869565214,0.9956877374311237,0.6777777777777776,0.7166999236321533,0.8183191186922529
"Roadmapping, User Research",Product Strategy,0.0335,0.042,0.0305,0.9104477611940298,21.6773276474769,1.0,0.029093,10.697666666666661,0.9869310423787029,0.6777777777777776,0.9065216713925155,0.8183191186922529
"Roadmapping, User Research",Stakeholder Management,0.0335,0.042,0.0305,0.9104477611940298,21.6773276474769,1.0,0.029093,10.697666666666661,0.9869310423787029,0.6777777777777776,0.9065216713925155,0.8183191186922529
"Product Strategy, Agile",Stakeholder Management,0.0335,0.042,0.0305,0.9104477611940298,21.6773276474769,1.0,0.029093,10.697666666666661,0.9869310423787029,0.6777777777777776,0.9065216713925155,0.8183191186922529
"Mvp, Product Strategy",Data Science,0.0365,0.0405,0.032,0.8767123287671234,21.64721799424996,1.0,0.03052175,7.782611111111115,0.9899374026984951,0.7111111111111111,0.8715084197677159,0.8334178927786233
Data Science,"Mvp, Product Strategy",0.0405,0.0365,0.032,0.7901234567901234,21.647217994249957,1.0,0.03052175,4.590794117647058,0.9940642912975507,0.7111111111111111,0.7821727626259714,0.8334178927786233
"User Research, Scrum",Product Strategy,0.033,0.042,0.03,0.9090909090909091,21.645021645021643,1.0,0.028614,10.537999999999997,0.9863495346432266,0.6666666666666664,0.9051053330802808,0.8116883116883116
Product Strategy,"User Research, Scrum",0.042,0.033,0.03,0.7142857142857142,21.64502164502164,1.0,0.028614,3.3844999999999987,0.995615866388309,0.6666666666666664,0.7045353818880188,0.8116883116883116
"Scrum, Stakeholder Management",Mvp,0.0355,0.041,0.0315,0.8873239436619719,21.64204740638956,1.0,0.030044500000000002,8.511125000000003,0.9888995861002081,0.7000000000000001,0.8825067191469989,0.8278083132944005
Mvp,"Scrum, Stakeholder Management",0.041,0.0355,0.0315,0.7682926829268293,21.64204740638956,1.0,0.030044500000000002,4.162578947368422,0.9945710644355067,0.7000000000000001,0.7597643161501599,0.8278083132944005
Mvp,"Roadmapping, Data Science",0.041,0.035,0.031,0.7560975609756098,21.60278745644599,1.0,0.029565,3.9565,0.99448350095866,0.6888888888888887,0.747251358523948,0.8209059233449477
"Roadmapping, Data Science",Mvp,0.035,0.041,0.031,0.8857142857142857,21.60278745644599,1.0,0.029565,8.391249999999998,0.9883001838542539,0.6888888888888887,0.8808282437062416,0.8209059233449477
Product Strategy,"Mvp, Market Research",0.042,0.0375,0.034,0.8095238095238095,21.58730158730159,1.0,0.032425,5.0531250000000005,0.9954869212820827,0.7472527472527474,0.8021026592455164,0.8580952380952381
"Mvp, Market Research",Product Strategy,0.0375,0.042,0.034,0.9066666666666667,21.58730158730159,1.0,0.032425,10.264285714285721,0.9908326967150496,0.7472527472527474,0.9025748086290885,0.8580952380952381
Stakeholder Management,"Market Research, Data Science",0.042,0.0375,0.034,0.8095238095238095,21.58730158730159,1.0,0.032425,5.0531250000000005,0.9954869212820827,0.7472527472527474,0.8021026592455164,0.8580952380952381
"Market Research, Data Science",Stakeholder Management,0.0375,0.042,0.034,0.9066666666666667,21.58730158730159,1.0,0.032425,10.264285714285721,0.9908326967150496,0.7472527472527474,0.9025748086290885,0.8580952380952381
"Product Strategy, Agile",Market Research,0.0335,0.0415,0.03,0.8955223880597014,21.578852724330154,1.0,0.02860975,9.174214285714278,0.986713226418348,0.6666666666666664,0.8909988399162247,0.8092069771623808
Market Research,"Product Strategy, Agile",0.0415,0.0335,0.03,0.7228915662650601,21.57885272433015,1.0,0.02860975,3.4878043478260854,0.9949487045731177,0.6666666666666664,0.7132866697000105,0.8092069771623808
Data Science,"Mvp, Roadmapping",0.0405,0.0355,0.031,0.7654320987654321,21.561467570857243,1.0,0.029562249999999998,4.111815789473684,0.9938728168232782,0.6888888888888889,0.7567984435100384,0.8193357676925752
"Mvp, Roadmapping",Data Science,0.0355,0.0405,0.031,0.8732394366197184,21.561467570857243,1.0,0.029562249999999998,7.569388888888892,0.9887205471663405,0.6888888888888889,0.8678889386344121,0.8193357676925752
Roadmapping,"Product Strategy, Stakeholder Management",0.042,0.037,0.0335,0.7976190476190477,21.55727155727156,1.0,0.031946,4.758352941176471,0.9954195618982332,0.7362637362637363,0.7898432477871731,0.8515122265122266
"Product Strategy, Stakeholder Management",Roadmapping,0.037,0.042,0.0335,0.9054054054054055,21.55727155727156,1.0,0.031946,10.12742857142858,0.9902512360316797,0.7362637362637363,0.901258251988941,0.8515122265122266
Product Strategy,Roadmapping,0.042,0.042,0.038,0.9047619047619047,21.541950113378682,1.0,0.036236,10.058999999999989,0.9953851225140095,0.826086956521739,0.900586539417437,0.9047619047619047
Roadmapping,Product Strategy,0.042,0.042,0.038,0.9047619047619047,21.541950113378682,1.0,0.036236,10.058999999999989,0.9953851225140095,0.826086956521739,0.900586539417437,0.9047619047619047
Dart,Mobile Ui,0.04,0.036,0.031,0.775,21.52777777777778,1.0,0.02956,4.2844444444444445,0.9932795698924731,0.6888888888888889,0.766597510373444,0.8180555555555555
Mobile Ui,Dart,0.036,0.04,0.031,0.8611111111111112,21.52777777777778,1.0,0.02956,6.912000000000003,0.9891580779012181,0.6888888888888889,0.8553240740740741,0.8180555555555555
Roadmapping,"Jira, Product Strategy",0.042,0.0365,0.033,0.7857142857142857,21.52641878669276,1.0,0.031467,4.496333333333333,0.9953501613209337,0.7252747252747254,0.7775965601601305,0.8449119373776908
"Jira, Product Strategy",Stakeholder Management,0.0365,0.042,0.033,0.904109589041096,21.52641878669276,1.0,0.031467,9.990571428571435,0.9896683492947115,0.7252747252747254,0.899905625303858,0.8449119373776908
Stakeholder Management,"Jira, Product Strategy",0.042,0.0365,0.033,0.7857142857142857,21.52641878669276,1.0,0.031467,4.496333333333333,0.9953501613209337,0.7252747252747254,0.7775965601601305,0.8449119373776908
"Jira, Roadmapping",Product Strategy,0.0365,0.042,0.033,0.904109589041096,21.52641878669276,1.0,0.031467,9.990571428571435,0.9896683492947115,0.7252747252747254,0.899905625303858,0.8449119373776908
Stakeholder Management,"Jira, Mvp",0.042,0.0365,0.033,0.7857142857142857,21.52641878669276,1.0,0.031467,4.496333333333333,0.9953501613209337,0.7252747252747254,0.7775965601601305,0.8449119373776908
"Jira, Mvp",Stakeholder Management,0.0365,0.042,0.033,0.904109589041096,21.52641878669276,1.0,0.031467,9.990571428571435,0.9896683492947115,0.7252747252747254,0.899905625303858,0.8449119373776908
Product Strategy,"Jira, Roadmapping",0.042,0.0365,0.033,0.7857142857142857,21.52641878669276,1.0,0.031467,4.496333333333333,0.9953501613209337,0.7252747252747254,0.7775965601601305,0.8449119373776908
"Jira, Product Strategy",Roadmapping,0.0365,0.042,0.033,0.904109589041096,21.52641878669276,1.0,0.031467,9.990571428571435,0.9896683492947115,0.7252747252747254,0.899905625303858,0.8449119373776908
Mvp,"Roadmapping, Agile",0.041,0.034,0.03,0.7317073170731707,21.52080344332855,1.0,0.028606,3.600545454545454,0.994299617657282,0.6666666666666664,0.7222643033883754,0.8070301291248205
"Roadmapping, Agile",Mvp,0.034,0.041,0.03,0.8823529411764705,21.520803443328546,1.0,0.028606,8.15149999999999,0.9870945479641132,0.6666666666666664,0.8773231920505427,0.8070301291248205
"Jira, Data Science",Stakeholder Management,0.036,0.042,0.0325,0.9027777777777779,21.494708994708997,1.0,0.030988,9.853714285714299,0.9890839451005428,0.7142857142857143,0.8985154256553005,0.8382936507936509
Stakeholder Management,"Jira, Data Science",0.042,0.036,0.0325,0.7738095238095238,21.494708994708997,1.0,0.030988,4.261894736842105,0.9952786253412559,0.7142857142857143,0.7653625765658961,0.8382936507936509
Mvp,"Jira, Stakeholder Management",0.041,0.0375,0.033,0.8048780487804879,21.463414634146343,1.0,0.031462500000000004,4.932812500000002,0.9941700635131293,0.7252747252747254,0.7972758948368704,0.842439024390244
"Jira, Stakeholder Management",Mvp,0.0375,0.041,0.033,0.8800000000000001,21.463414634146343,1.0,0.031462500000000004,7.991666666666674,0.9905548996458089,0.7252747252747254,0.8748696558915539,0.842439024390244
"Scrum, Stakeholder Management",Product Strategy,0.0355,0.042,0.032,0.9014084507042255,21.462105969148226,1.0,0.030509,9.716857142857155,0.9884979263867288,0.7032967032967034,0.8970860654532625,0.8316566063044937
"Roadmapping, Scrum",Product Strategy,0.0355,0.042,0.032,0.9014084507042255,21.462105969148226,1.0,0.030509,9.716857142857155,0.9884979263867288,0.7032967032967034,0.8970860654532625,0.8316566063044937
"Mvp, Scrum",Product Strategy,0.0355,0.042,0.032,0.9014084507042255,21.462105969148226,1.0,0.030509,9.716857142857155,0.9884979263867288,0.7032967032967034,0.8970860654532625,0.8316566063044937
Product Strategy,"Mvp, Scrum",0.042,0.0355,0.032,0.7619047619047619,21.462105969148222,1.0,0.030509,4.0508999999999995,0.995204853862213,0.7032967032967034,0.7531412772470315,0.8316566063044937
Product Strategy,"Scrum, Stakeholder Management",0.042,0.0355,0.032,0.7619047619047619,21.462105969148222,1.0,0.030509,4.0508999999999995,0.995204853862213,0.7032967032967034,0.7531412772470315,0.8316566063044937
Product Strategy,"Roadmapping, Scrum",0.042,0.0355,0.032,0.7619047619047619,21.462105969148222,1.0,0.030509,4.0508999999999995,0.995204853862213,0.7032967032967034,0.7531412772470315,0.8316566063044937
Stakeholder Management,Data Science,0.042,0.0405,0.0365,0.869047619047619,21.457965902410344,1.0,0.034799,7.327090909090904,0.9951954700145852,0.7934782608695651,0.8635201866051266,0.8851410934744267
Data Science,Stakeholder Management,0.0405,0.042,0.0365,0.9012345679012345,21.457965902410344,1.0,0.034799,9.69974999999999,0.9936396667785019,0.7934782608695651,0.8969045593958606,0.8851410934744267
Market Research,"Jira, Product Strategy",0.0415,0.0365,0.0325,0.7831325301204819,21.455685756725533,1.0,0.030985250000000002,4.442805555555555,0.994671160868344,0.7142857142857143,0.7749170006439875,0.8367717445122957
"Jira, Product Strategy",Market Research,0.0365,0.0415,0.0325,0.8904109589041097,21.455685756725533,1.0,0.030985250000000002,8.746312500000009,0.9895094008223225,0.7142857142857143,0.8856661021430461,0.8367717445122957
Product Strategy,"Roadmapping, Data Science",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314545,0.6923076923076921,0.7409326424870466,0.825
Product Strategy,"User Research, Stakeholder Management",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314545,0.6923076923076921,0.7409326424870466,0.825
Stakeholder Management,"Data Science, Scrum",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314545,0.6923076923076921,0.7409326424870466,0.825
Stakeholder Management,"Roadmapping, Data Science",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314545,0.6923076923076921,0.7409326424870466,0.825
Roadmapping,"Product Strategy, Data Science",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314545,0.6923076923076921,0.7409326424870466,0.825
"Roadmapping, Data Science",Stakeholder Management,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Product Strategy, Data Science",Roadmapping,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Data Science, Scrum",Stakeholder Management,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Roadmapping, Data Science",Product Strategy,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"User Research, Stakeholder Management",Product Strategy,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Jira, Stakeholder Management",Data Science,0.0375,0.0405,0.0325,0.8666666666666667,21.39917695473251,1.0,0.030981250000000002,7.196250000000002,0.9904095904095903,0.7142857142857143,0.8610387354524927,0.8345679012345679
Data Science,"Jira, Stakeholder Management",0.0405,0.0375,0.0325,0.8024691358024691,21.39917695473251,1.0,0.030981250000000002,4.87265625,0.9935062332144146,0.7142857142857143,0.7947731281064615,0.8345679012345679
Stakeholder Management,"Agile, Market Research",0.042,0.0345,0.031,0.738095238095238,21.39406487232574,1.0,0.029551,3.6864545454545445,0.995050171728736,0.6813186813186811,0.7287366526102932,0.8183229813664595
"Agile, Market Research",Stakeholder Management,0.0345,0.042,0.031,0.898550724637681,21.39406487232574,1.0,0.029551,9.443142857142846,0.9873206261171714,0.6813186813186811,0.8941030528577046,0.8183229813664595
Roadmapping,"User Research, Product Strategy",0.042,0.034,0.0305,0.7261904761904762,21.358543417366946,1.0,0.029072,3.5279999999999996,0.9949690270029776,0.6703296703296702,0.7165532879818594,0.811624649859944
Stakeholder Management,"Roadmapping, Agile",0.042,0.034,0.0305,0.7261904761904762,21.358543417366946,1.0,0.029072,3.5279999999999996,0.9949690270029776,0.6703296703296702,0.7165532879818594,0.811624649859944
Product Strategy,"Roadmapping, Agile",0.042,0.034,0.0305,0.7261904761904762,21.358543417366946,1.0,0.029072,3.5279999999999996,0.9949690270029776,0.6703296703296702,0.7165532879818594,0.811624649859944
Product Strategy,"Jira, User Research",0.042,0.034,0.0305,0.7261904761904762,21.358543417366946,1.0,0.029072,3.5279999999999996,0.9949690270029776,0.6703296703296702,0.7165532879818594,0.811624649859944
"Roadmapping, Agile",Stakeholder Management,0.034,0.042,0.0305,0.8970588235294117,21.358543417366942,1.0,0.029072,9.306285714285707,0.9867291178766588,0.6703296703296702,0.8925457448114944,0.811624649859944
"Roadmapping, Agile",Product Strategy,0.034,0.042,0.0305,0.8970588235294117,21.358543417366942,1.0,0.029072,9.306285714285707,0.9867291178766588,0.6703296703296702,0.8925457448114944,0.811624649859944
"Jira, User Research",Product Strategy,0.034,0.042,0.0305,0.8970588235294117,21.358543417366942,1.0,0.029072,9.306285714285707,0.9867291178766588,0.6703296703296702,0.8925457448114944,0.811624649859944
"User Research, Product Strategy",Roadmapping,0.034,0.042,0.0305,0.8970588235294117,21.358543417366942,1.0,0.029072,9.306285714285707,0.9867291178766588,0.6703296703296702,0.8925457448114944,0.811624649859944
"Product Strategy, Stakeholder Management",Data Science,0.037,0.0405,0.032,0.8648648648648649,21.35468802135469,1.0,0.0305015,7.1003000000000025,0.9897942627206646,0.7032967032967034,0.859160880526175,0.8274941608274942
Data Science,"Product Strategy, Stakeholder Management",0.0405,0.037,0.032,0.7901234567901234,21.354688021354686,1.0,0.0305015,4.5884117647058815,0.9934047681083897,0.7032967032967034,0.7820596643718831,0.8274941608274942
"User Research, Stakeholder Management",Market Research,0.035,0.0415,0.031,0.8857142857142857,21.342512908777966,1.0,0.0295475,8.386874999999998,0.9877151930469665,0.6813186813186811,0.8807660779491765,0.8163511187607573
Market Research,"User Research, Stakeholder Management",0.0415,0.035,0.031,0.7469879518072289,21.342512908777966,1.0,0.0295475,3.8140476190476185,0.9944133138135864,0.6813186813186811,0.7378113490230351,0.8163511187607573
Market Research,"Agile, Stakeholder Management",0.0415,0.035,0.031,0.7469879518072289,21.342512908777966,1.0,0.0295475,3.8140476190476185,0.9944133138135864,0.6813186813186811,0.7378113490230351,0.8163511187607573
"Agile, Stakeholder Management",Market Research,0.035,0.0415,0.031,0.8857142857142857,21.342512908777966,1.0,0.0295475,8.386874999999998,0.9877151930469665,0.6813186813186811,0.8807660779491765,0.8163511187607573
Kotlin,Swift,0.038,0.037,0.03,0.7894736842105263,21.337126600284495,1.0,0.028593999999999998,4.57425,0.9907830907830908,0.6666666666666666,0.7813849264906816,0.8001422475106685
