antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Django, Git",Api Design,0.068,0.08,0.0505,0.7426470588235294,9.283088235294118,1.0,0.04506,3.574857142857143,0.9573789997025456,0.5179487179487179,0.7202685421994885,0.6869485294117648
Api Design,"Django, Git",0.08,0.068,0.0505,0.63125,9.283088235294116,1.0,0.04506,2.527457627118644,0.9698665518725784,0.5179487179487179,0.6043454935622319,0.6869485294117648
Tableau,"Python, Statistics",0.093,0.084,0.0725,0.7795698924731183,9.280593958013313,1.0,0.064688,4.155512195121951,0.9837356955480364,0.69377990430622,0.759355777809081,0.8213325652841781
"Python, Statistics",Tableau,0.084,0.093,0.0725,0.863095238095238,9.280593958013313,1.0,0.064688,6.625043478260866,0.9740701701550972,0.69377990430622,0.849057594371817,0.8213325652841781
Django,"PostgreSQL, Rest Apis",0.0855,0.0605,0.048,0.5614035087719298,9.279396839205452,1.0,0.04282725,2.14206,0.9756526790595954,0.4897959183673468,0.5331596687301009,0.677395969261998
"PostgreSQL, Redis",Django,0.0605,0.0855,0.048,0.7933884297520661,9.279396839205452,1.0,0.04282725,4.42618,0.9496906599254922,0.4897959183673468,0.7740715470224889,0.677395969261998
Django,"PostgreSQL, Redis",0.0855,0.0605,0.048,0.5614035087719298,9.279396839205452,1.0,0.04282725,2.14206,0.9756526790595954,0.4897959183673468,0.5331596687301009,0.677395969261998
Django,"Api Design, Node.js",0.0855,0.0605,0.048,0.5614035087719298,9.279396839205452,1.0,0.04282725,2.14206,0.9756526790595954,0.4897959183673468,0.5331596687301009,0.677395969261998
"Api Design, Node.js",Django,0.0605,0.0855,0.048,0.7933884297520661,9.279396839205452,1.0,0.04282725,4.42618,0.9496906599254922,0.4897959183673468,0.7740715470224889,0.677395969261998
"PostgreSQL, Rest Apis",Django,0.0605,0.0855,0.048,0.7933884297520661,9.279396839205452,1.0,0.04282725,4.42618,0.9496906599254922,0.4897959183673468,0.7740715470224889,0.677395969261998
"Django, SQL",Api Design,0.064,0.08,0.0475,0.7421875,9.27734375,1.0,0.04238,3.568484848484849,0.953216374269006,0.4922279792746113,0.7197690217391305,0.66796875
Api Design,"Django, SQL",0.08,0.064,0.0475,0.59375,9.27734375,1.0,0.04238,2.304,0.9697940503432494,0.4922279792746113,0.5659722222222222,0.66796875
"Excel, Data Visualization",Tableau,0.0545,0.093,0.047,0.8623853211009175,9.272960441945347,1.0,0.0419315,6.5908666666666695,0.9435849544876628,0.4676616915422886,0.8482748854475386,0.6838808325934695
Tableau,"Excel, Data Visualization",0.093,0.0545,0.047,0.5053763440860215,9.272960441945347,1.0,0.0419315,1.911554347826087,0.983637899082784,0.4676616915422886,0.47686551463355,0.6838808325934695
"Tableau, Python",Power BI,0.08,0.056,0.0415,0.51875,9.263392857142858,1.0,0.03702,1.9615584415584415,0.9696176008381352,0.4391534391534392,0.4902012711864407,0.6299107142857143
Power BI,"Tableau, Python",0.056,0.08,0.0415,0.7410714285714286,9.263392857142858,1.0,0.03702,3.5531034482758628,0.9449663059015724,0.4391534391534392,0.7185559006211181,0.6299107142857143
"Excel, Python",Data Visualization,0.0515,0.0975,0.0465,0.9029126213592232,9.260642270351008,1.0,0.04147875,9.295750000000004,0.9404492662438144,0.4536585365853658,0.892423957184735,0.6899178491411502
"TensorFlow, NumPy",Statistics,0.0325,0.103,0.031,0.9538461538461538,9.260642270351008,1.0,0.0276525,19.434999999999977,0.9219804951237808,0.2966507177033493,0.9485464368407512,0.6274085138162808
"TensorFlow, SQL",Statistics,0.0325,0.103,0.031,0.9538461538461538,9.260642270351008,1.0,0.0276525,19.434999999999977,0.9219804951237808,0.2966507177033493,0.9485464368407512,0.6274085138162808
"Data Cleaning, Business Intelligence",Data Visualization,0.0515,0.0975,0.0465,0.9029126213592232,9.260642270351008,1.0,0.04147875,9.295750000000004,0.9404492662438144,0.4536585365853658,0.892423957184735,0.6899178491411502
Ci/Cd,"Terraform, Python",0.082,0.054,0.041,0.5,9.25925925925926,1.0,0.036572,1.892,0.971677559912854,0.431578947368421,0.4714587737843552,0.6296296296296297
"Terraform, Python",Ci/Cd,0.054,0.082,0.041,0.7592592592592593,9.25925925925926,1.0,0.036572,3.81323076923077,0.9429175475687104,0.431578947368421,0.7377551843782781,0.6296296296296297
"Rest Apis, Api Design",Redis,0.06,0.081,0.045,0.75,9.25925925925926,1.0,0.0401399999999999,3.676,0.948936170212766,0.4687499999999999,0.7279651795429816,0.6527777777777777
Redis,"Rest Apis, Api Design",0.081,0.06,0.045,0.5555555555555555,9.259259259259258,1.0,0.0401399999999999,2.1149999999999998,0.9706202393906418,0.4687499999999999,0.5271867612293144,0.6527777777777777
Looker,"Data Visualization, SQL",0.0585,0.084,0.0455,0.7777777777777777,9.259259259259258,1.0,0.040586,4.121999999999998,0.9474243228890068,0.4690721649484535,0.7573993207180979,0.6597222222222221
"Data Visualization, SQL",Looker,0.084,0.0585,0.0455,0.5416666666666666,9.259259259259258,1.0,0.040586,2.054181818181818,0.9737991266375544,0.4690721649484535,0.513188174898212,0.6597222222222221
TensorFlow,"Statistics, SQL",0.0385,0.087,0.031,0.8051948051948052,9.255112703388567,1.0,0.0276505,4.686733333333335,0.9276667840907186,0.328042328042328,0.7866317691071252,0.5807583221376325
"Deep Learning, Tableau",Statistics,0.032,0.103,0.0305,0.953125,9.25364077669903,1.0,0.027204,19.136,0.9214198618073433,0.2918660287081339,0.947742474916388,0.6246207524271845
"Tableau, Pandas",Statistics,0.032,0.103,0.0305,0.953125,9.25364077669903,1.0,0.027204,19.136,0.9214198618073433,0.2918660287081339,0.947742474916388,0.6246207524271845
"Statistics, Business Intelligence",Tableau,0.05,0.093,0.043,0.8599999999999999,9.247311827956988,1.0,0.0383499999999999,6.478571428571423,0.9388004895960832,0.4299999999999999,0.8456449834619624,0.6611827956989247
"Data Visualization, Business Intelligence",Tableau,0.05,0.093,0.043,0.8599999999999999,9.247311827956988,1.0,0.0383499999999999,6.478571428571423,0.9388004895960832,0.4299999999999999,0.8456449834619624,0.6611827956989247
"Excel, Business Intelligence",Data Visualization,0.0505,0.0975,0.0455,0.9009900990099008,9.24092409240924,1.0,0.04057625,9.11524999999999,0.9392161287895886,0.4439024390243901,0.8902937385151256,0.6838283828382837
Data Visualization,Business Intelligence,0.0975,0.0555,0.05,0.5128205128205129,9.240009240009242,1.0,0.04458875,1.9387105263157896,0.9881163434903047,0.4854368932038835,0.4841932375018665,0.7068607068607069
Business Intelligence,Data Visualization,0.0555,0.0975,0.05,0.9009009009009008,9.24000924000924,1.0,0.04458875,9.107045454545457,0.9441768131286395,0.4854368932038835,0.8901949040453195,0.7068607068607069
Excel,"Data Visualization, Python",0.061,0.0825,0.0465,0.7622950819672131,9.23994038748137,1.0,0.0414675,3.859827586206896,0.949706276409358,0.479381443298969,0.7409210702639925,0.6629657228017883
"Data Visualization, Python",Excel,0.0825,0.061,0.0465,0.5636363636363636,9.23994038748137,1.0,0.0414675,2.151875,0.9719609738946998,0.479381443298969,0.5352889921580016,0.6629657228017883
"Statistics, Business Intelligence",Data Visualization,0.05,0.0975,0.045,0.8999999999999999,9.23076923076923,1.0,0.0401249999999999,9.024999999999991,0.93859649122807,0.4390243902439023,0.889196675900277,0.6807692307692307
"Looker, Business Intelligence",Data Visualization,0.05,0.0975,0.045,0.8999999999999999,9.23076923076923,1.0,0.0401249999999999,9.024999999999991,0.93859649122807,0.4390243902439023,0.889196675900277,0.6807692307692307
"Redis, MongoDB",Django,0.059,0.0855,0.0465,0.788135593220339,9.217960154623848,1.0,0.0414555,4.31644,0.9474135271331116,0.4744897959183672,0.7683276033027217,0.665997621171573
Django,"Redis, MongoDB",0.0855,0.059,0.0465,0.5438596491228069,9.217960154623848,1.0,0.0414555,2.062961538461538,0.9748672816099048,0.4744897959183672,0.515259988440815,0.665997621171573
TensorFlow,Tableau,0.0385,0.093,0.033,0.8571428571428572,9.216589861751151,1.0,0.0294195,6.349000000000003,0.9271970878835154,0.3350253807106599,0.8424948810836352,0.6059907834101383
"Excel, Statistics",Tableau,0.0525,0.093,0.045,0.8571428571428571,9.216589861751151,1.0,0.0401175,6.348999999999998,0.9408970976253298,0.4477611940298507,0.8424948810836351,0.6705069124423962
"Docker, Redis",Api Design,0.059,0.08,0.0435,0.7372881355932204,9.216101694915254,1.0,0.0387799999999999,3.501935483870968,0.94739027935554,0.4554973821989527,0.7144436256448048,0.6405190677966102
Api Design,"Docker, Redis",0.08,0.059,0.0435,0.54375,9.216101694915254,1.0,0.0387799999999999,2.0624657534246573,0.969015492253873,0.4554973821989527,0.5151434643995748,0.6405190677966102
Redis,"PostgreSQL, Node.js",0.081,0.063,0.047,0.5802469135802469,9.21026846952773,1.0,0.041897,2.2322647058823533,0.9699951381010812,0.4845360824742267,0.5520244541945004,0.6631393298059964
"PostgreSQL, Node.js",Redis,0.063,0.081,0.047,0.746031746031746,9.210268469527728,1.0,0.041897,3.6185625,0.9513612933990327,0.4845360824742267,0.7236471665198543,0.6631393298059964
Excel,"Tableau, SQL",0.061,0.0775,0.0435,0.7131147540983607,9.201480698043364,1.0,0.0387724999999999,3.2155714285714287,0.949224535761938,0.4578947368421051,0.6890132835754588,0.6372025383395029
"Tableau, SQL",Excel,0.0775,0.061,0.0435,0.5612903225806452,9.201480698043364,1.0,0.0387724999999999,2.140367647058824,0.9662025355885742,0.4578947368421051,0.5327905458792813,0.6372025383395029
"Rest Apis, Django",Api Design,0.0605,0.08,0.0445,0.7355371900826446,9.194214876033058,1.0,0.03966,3.47875,0.9486279457756038,0.4635416666666666,0.7125404240028747,0.6458935950413223
Api Design,"Rest Apis, Django",0.08,0.0605,0.0445,0.5562499999999999,9.194214876033056,1.0,0.03966,2.117183098591549,0.9687347337567171,0.4635416666666666,0.5276742948376795,0.6458935950413223
"Data Visualization, Python",Tableau,0.0825,0.093,0.0705,0.8545454545454544,9.188660801564026,1.0,0.0628275,6.2356249999999935,0.9713026842135776,0.6714285714285714,0.8396311516487921,0.8063049853372433
Tableau,"Data Visualization, Python",0.093,0.0825,0.0705,0.7580645161290321,9.188660801564026,1.0,0.0628275,3.7923333333333313,0.9825470923549696,0.6714285714285714,0.7363100993231958,0.8063049853372433
Api Design,"PostgreSQL, Docker",0.08,0.0585,0.043,0.5375,9.188034188034187,1.0,0.0383199999999999,2.035675675675676,0.9686552072800808,0.4502617801047119,0.5087626128518321,0.6362713675213675
"PostgreSQL, Docker",Api Design,0.0585,0.08,0.043,0.735042735042735,9.188034188034187,1.0,0.0383199999999999,3.4722580645161285,0.9465350936778272,0.4502617801047119,0.712002972872538,0.6362713675213675
"PostgreSQL, Django",Redis,0.0645,0.081,0.048,0.7441860465116279,9.18748205569911,1.0,0.0427755,3.5924545454545456,0.9525988776055586,0.4923076923076922,0.7216387883695625,0.6683893195521102
Redis,"PostgreSQL, Django",0.081,0.0645,0.048,0.5925925925925926,9.187482055699109,1.0,0.0427755,2.2962272727272723,0.9697021218715994,0.4923076923076922,0.5645030385810716,0.6683893195521102
"Excel, Power BI",Tableau,0.0515,0.093,0.044,0.8543689320388349,9.186762710095,1.0,0.0392104999999999,6.228066666666665,0.9395337135189532,0.4378109452736318,0.8394365292600164,0.6637436058043636
Deep Learning,Statistics,0.037,0.103,0.035,0.945945945945946,9.183941222776175,1.0,0.031189,16.594500000000032,0.925352321614004,0.3333333333333334,0.9397390701738528,0.6428758855943323
Business Intelligence,"Tableau, SQL",0.0555,0.0775,0.0395,0.7117117117117117,9.183376925312407,1.0,0.03519875,3.199921875,0.9434701905100148,0.4224598930481283,0.6874923704191996,0.6106945655332752
"Tableau, SQL",Business Intelligence,0.0775,0.0555,0.0395,0.5096774193548387,9.183376925312407,1.0,0.03519875,1.926282894736842,0.9659702926143184,0.4224598930481283,0.4808654519373623,0.6106945655332752
"Excel, Statistics",Data Visualization,0.0525,0.0975,0.047,0.8952380952380953,9.18192918192918,1.0,0.04188125,8.61477272727273,0.94046482905743,0.4563106796116505,0.8839203271336236,0.6886446886446886
"Data Cleaning, Statistics",Data Visualization,0.0525,0.0975,0.047,0.8952380952380953,9.18192918192918,1.0,0.04188125,8.61477272727273,0.94046482905743,0.4563106796116505,0.8839203271336236,0.6886446886446886
Pandas,Tableau,0.0375,0.093,0.032,0.8533333333333334,9.17562724014337,1.0,0.0285125,6.184090909090911,0.9257305194805194,0.3248730964467005,0.8382947445791988,0.5987096774193549
"Tableau, Business Intelligence",Statistics,0.0455,0.103,0.043,0.945054945054945,9.175290728688788,1.0,0.0383135,16.32539999999999,0.9334852047218196,0.4075829383886256,0.9387457581437514,0.6812653366051424
Data Visualization,Excel,0.0975,0.061,0.0545,0.558974358974359,9.163514081546868,1.0,0.0485525,2.1291279069767444,0.9871153015324404,0.5240384615384615,0.5303241309631086,0.7262084909625893
Excel,Data Visualization,0.061,0.0975,0.0545,0.8934426229508197,9.163514081546868,1.0,0.0485525,8.469615384615384,0.9487450049340016,0.5240384615384615,0.8819308841560328,0.7262084909625893
"Statistics, Looker",Data Visualization,0.051,0.0975,0.0455,0.8921568627450981,9.15032679738562,1.0,0.0405275,8.368636363636368,0.9385819659792264,0.441747572815534,0.880506219108142,0.6794117647058824
Data Visualization,"Excel, Data Cleaning",0.0975,0.0555,0.0495,0.5076923076923077,9.147609147609147,1.0,0.04408875,1.918515625,0.9869050616973056,0.4782608695652174,0.4787636926334649,0.6997920997920998
"Excel, Data Cleaning",Data Visualization,0.0555,0.0975,0.0495,0.8918918918918919,9.147609147609147,1.0,0.04408875,8.348125,0.9430193945810674,0.4782608695652174,0.8802126225948941,0.6997920997920998
"Data Visualization, Statistics",Tableau,0.087,0.093,0.074,0.8505747126436782,9.14596465208256,1.0,0.065909,6.06992307692308,0.9755335839673188,0.6981132075471698,0.8352532664208139,0.8231368186874305
Tableau,"Data Visualization, Statistics",0.093,0.087,0.074,0.7956989247311828,9.14596465208256,1.0,0.065909,4.468894736842104,0.9819869483596054,0.6981132075471698,0.7762310238019526,0.8231368186874305
Data Visualization,Data Cleaning,0.0975,0.06,0.0535,0.5487179487179487,9.145299145299145,1.0,0.04765,2.082954545454545,0.9868744660470656,0.5144230769230769,0.5199127114020731,0.7201923076923077
Data Cleaning,Data Visualization,0.06,0.0975,0.0535,0.8916666666666667,9.145299145299145,1.0,0.04765,8.330769230769235,0.9475044740505072,0.5144230769230769,0.8799630655586335,0.7201923076923077
"Tableau, SQL",Data Cleaning,0.0775,0.06,0.0425,0.5483870967741936,9.13978494623656,1.0,0.03785,2.0814285714285714,0.9654073011318348,0.4473684210526316,0.5195607412491422,0.6283602150537635
Data Cleaning,"Tableau, SQL",0.06,0.0775,0.0425,0.7083333333333334,9.13978494623656,1.0,0.03785,3.1628571428571437,0.9474342928660826,0.4473684210526316,0.6838301716350497,0.6283602150537635
"Statistics, Scikit-Learn",Tableau,0.0365,0.093,0.031,0.8493150684931507,9.1324200913242,1.0,0.0276054999999999,6.019181818181821,0.9242345614945512,0.3147208121827411,0.833864463608766,0.591324200913242
"Excel, Looker",Data Visualization,0.0545,0.0975,0.0485,0.8899082568807339,9.127264173135732,1.0,0.04318625,8.197708333333333,0.9417642986038044,0.4685990338164251,0.8780146890645252,0.6936720771583157
Api Design,"PostgreSQL, Node.js",0.08,0.063,0.046,0.575,9.126984126984128,1.0,0.0409599999999999,2.204705882352941,0.9678638941398864,0.4742268041237112,0.5464247598719317,0.652579365079365
"PostgreSQL, Node.js",Api Design,0.063,0.08,0.046,0.7301587301587301,9.126984126984128,1.0,0.0409599999999999,3.409411764705882,0.9503039302120552,0.4742268041237112,0.7066942719116632,0.652579365079365
Scikit-Learn,"Tableau, Statistics",0.04,0.085,0.031,0.775,9.117647058823527,1.0,0.0276,4.066666666666667,0.9274193548387096,0.3297872340425531,0.7540983606557378,0.5698529411764706
Data Visualization,Looker,0.0975,0.0585,0.052,0.5333333333333333,9.116809116809115,1.0,0.04629625,2.0175,0.9864958448753464,0.4999999999999999,0.5043370508054523,0.711111111111111
Looker,Data Visualization,0.0585,0.0975,0.052,0.8888888888888888,9.116809116809115,1.0,0.04629625,8.122499999999997,0.945631970260223,0.4999999999999999,0.8768851954447522,0.711111111111111
Business Intelligence,"Tableau, Statistics",0.0555,0.085,0.043,0.7747747747747747,9.114997350291468,1.0,0.0382825,4.0626,0.9426052913440112,0.4410256410256409,0.7538522128686063,0.6403285638579755
"Tableau, Statistics",Business Intelligence,0.085,0.0555,0.043,0.5058823529411763,9.114997350291466,1.0,0.0382825,1.9114880952380948,0.9729952980048292,0.4410256410256409,0.4768473826799114,0.6403285638579755
"Data Cleaning, Power BI",Tableau,0.0525,0.093,0.0445,0.8476190476190476,9.114183307731697,1.0,0.0396175,5.9521875,0.9396104473629598,0.4405940594059406,0.8319945398225442,0.6630568356374807
"Statistics, SQL",Business Intelligence,0.087,0.0555,0.044,0.5057471264367817,9.11256083669877,1.0,0.0391715,1.91096511627907,0.9750945932490293,0.4467005076142132,0.4767042100971748,0.6492699596147872
Business Intelligence,"Statistics, SQL",0.0555,0.087,0.044,0.7927927927927927,9.112560836698767,1.0,0.0391715,4.406217391304346,0.942574233601232,0.4467005076142132,0.77304796581905,0.6492699596147872
"Python, Business Intelligence",Tableau,0.049,0.093,0.0415,0.8469387755102041,9.106868553873165,1.0,0.036943,5.925733333333335,0.9360596961980414,0.4129353233830846,0.831244515446752,0.6465876673249946
"Data Visualization, Looker",Tableau,0.052,0.093,0.044,0.8461538461538461,9.098428453267164,1.0,0.039164,5.8955,0.93891446106636,0.4356435643564356,0.8303791027054533,0.6596360628618693
"Data Cleaning, Looker",Data Visualization,0.053,0.0975,0.047,0.8867924528301887,9.095307208514756,1.0,0.0418325,7.972083333333335,0.939866094497742,0.4541062801932367,0.8745622746040872,0.6844218674407354
"SQL, Business Intelligence",Statistics,0.047,0.103,0.044,0.9361702127659574,9.0890311919025,1.0,0.039159,14.05299999999998,0.933869121434704,0.4150943396226415,0.9288408169074218,0.6816773393926874
Tableau,"Data Visualization, SQL",0.093,0.084,0.071,0.7634408602150538,9.08858166922683,1.0,0.063188,3.872181818181818,0.9812258335015606,0.6698113207547169,0.7417476639902334,0.8043394777265744
"Data Visualization, SQL",Tableau,0.084,0.093,0.071,0.8452380952380951,9.08858166922683,1.0,0.063188,5.860615384615381,0.9715849683252352,0.6698113207547169,0.8293694545072714,0.8043394777265744
"Excel, Python",Tableau,0.0515,0.093,0.0435,0.8446601941747572,9.082367679298464,1.0,0.0387104999999999,5.838812499999999,0.9382146038209148,0.4306930693069307,0.8287322978773509,0.6562010648293141
"Tableau, Python",Looker,0.08,0.0585,0.0425,0.53125,9.08119658119658,1.0,0.03782,2.0085333333333333,0.9672634271099744,0.4427083333333333,0.5021242697822623,0.6288728632478633
Looker,"Tableau, Python",0.0585,0.08,0.0425,0.7264957264957265,9.08119658119658,1.0,0.03782,3.36375,0.9451750960607292,0.4427083333333333,0.7027127461910071,0.6288728632478633
"Django, Git",Redis,0.068,0.081,0.05,0.7352941176470588,9.077705156136528,1.0,0.044492,3.471777777777777,0.954763948497854,0.505050505050505,0.7119631312808039,0.6762890341321713
Redis,"Django, Git",0.081,0.068,0.05,0.6172839506172839,9.077705156136528,1.0,0.044492,2.435225806451613,0.9682698585418932,0.505050505050505,0.5893604620357125,0.6762890341321713
Django,"Git, Redis",0.0855,0.0645,0.05,0.5847953216374269,9.066594133913595,1.0,0.04448525,2.2531056338028166,0.9728868234007656,0.4999999999999999,0.5561681685060683,0.6799945600435197
"Git, Redis",Django,0.0645,0.0855,0.05,0.7751937984496124,9.066594133913595,1.0,0.04448525,4.0679482758620695,0.9510475681453768,0.4999999999999999,0.7541758320936167,0.6799945600435197
"Statistics, Looker",Tableau,0.051,0.093,0.043,0.8431372549019608,9.065991988193128,1.0,0.038257,5.782125000000001,0.9375107211997942,0.4257425742574257,0.8270532027585015,0.6527514231499051
"Data Cleaning, Python",Tableau,0.051,0.093,0.043,0.8431372549019608,9.065991988193128,1.0,0.038257,5.782125000000001,0.9375107211997942,0.4257425742574257,0.8270532027585015,0.6527514231499051
Pandas,Statistics,0.0375,0.103,0.035,0.9333333333333336,9.06148867313916,1.0,0.0311375,13.455000000000023,0.92430426716141,0.3317535545023697,0.925678186547752,0.6365695792880259
"Redis, SQL",Django,0.0575,0.0855,0.0445,0.7739130434782608,9.051614543605387,1.0,0.03958375,4.044903846153845,0.9437904211247876,0.4517766497461928,0.7527753345853043,0.6471904398677853
Django,"Redis, SQL",0.0855,0.0575,0.0445,0.5204678362573099,9.051614543605387,1.0,0.03958375,1.9654573170731704,0.972687230082135,0.4517766497461928,0.4912125583631935,0.6471904398677853
"Excel, Business Intelligence",Tableau,0.0505,0.093,0.0425,0.8415841584158416,9.049292025976792,1.0,0.0378035,5.725437499999999,0.9368026515503516,0.4207920792079208,0.8253408582313578,0.6492867028638347
"Python, Looker",Tableau,0.0505,0.093,0.0425,0.8415841584158416,9.049292025976792,1.0,0.0378035,5.725437499999999,0.9368026515503516,0.4207920792079208,0.8253408582313578,0.6492867028638347
"Data Visualization, Data Cleaning",Tableau,0.0535,0.093,0.045,0.8411214953271028,9.044317154054868,1.0,0.0400245,5.708764705882352,0.9397076950167282,0.4433497536945813,0.8248307555976877,0.6624962315345191
Looker,"Tableau, SQL",0.0585,0.0775,0.041,0.7008547008547008,9.0432864626413,1.0,0.03646625,3.083785714285714,0.94468479204176,0.431578947368421,0.6757232529590252,0.6149434794596085
"Tableau, SQL",Looker,0.0775,0.0585,0.041,0.5290322580645161,9.0432864626413,1.0,0.03646625,1.9990753424657532,0.9641417145878776,0.431578947368421,0.4997687286930601,0.6149434794596085
"Api Design, Docker",Django,0.0595,0.0855,0.046,0.773109243697479,9.0422133765787,1.0,0.04091275,4.0305740740740745,0.9456752883526338,0.4646464646464645,0.751896384578982,0.6555604698019559
Django,"Api Design, Docker",0.0855,0.0595,0.046,0.5380116959064327,9.0422133765787,1.0,0.04091275,2.03576582278481,0.9725616278793352,0.4646464646464645,0.5087843656634053,0.6555604698019559
Data Visualization,"Tableau, Python",0.0975,0.08,0.0705,0.723076923076923,9.038461538461537,1.0,0.0626999999999999,3.3222222222222206,0.9854423292273236,0.6588785046728971,0.6989966555183945,0.8021634615384614
"Tableau, Python",Data Visualization,0.08,0.0975,0.0705,0.8812499999999999,9.038461538461537,1.0,0.0626999999999999,7.599999999999992,0.9666975023126732,0.6588785046728971,0.8684210526315788,0.8021634615384614
"SQL, Business Intelligence",Tableau,0.047,0.093,0.0395,0.8404255319148937,9.036833676504234,1.0,0.035129,5.683866666666669,0.9332022792779632,0.3930348258706467,0.8240634309976776,0.6325783573552963
"Tableau, Statistics",Power BI,0.085,0.056,0.043,0.5058823529411763,9.03361344537815,1.0,0.0382399999999999,1.9104761904761896,0.9719151099250222,0.4387755102040815,0.4765702891326021,0.6368697478991596
Power BI,"Tableau, Statistics",0.056,0.085,0.043,0.7678571428571428,9.03361344537815,1.0,0.0382399999999999,3.9415384615384608,0.9420575482853764,0.4387755102040815,0.7462919594067134,0.6368697478991596
"Api Design, Docker",Redis,0.0595,0.081,0.0435,0.7310924369747899,9.02583255524432,1.0,0.0386805,3.41753125,0.9454618783112432,0.4484536082474226,0.7073911174916103,0.6340647370059134
Redis,"Api Design, Docker",0.081,0.0595,0.0435,0.537037037037037,9.02583255524432,1.0,0.0386805,2.03148,0.9675809538103636,0.4484536082474226,0.5077480457597416,0.6340647370059134
Power BI,Tableau,0.056,0.093,0.047,0.8392857142857143,9.02457757296467,1.0,0.041792,5.643555555555556,0.9419401370357016,0.4607843137254902,0.8228067412190896,0.672331029185868
Tableau,Power BI,0.093,0.056,0.047,0.5053763440860215,9.02457757296467,1.0,0.041792,1.9085217391304348,0.9803654788993408,0.4607843137254902,0.4760342628029889,0.672331029185868
Api Design,"Redis, SQL",0.08,0.0575,0.0415,0.51875,9.021739130434783,1.0,0.0369,1.9584415584415584,0.966474594028287,0.4322916666666667,0.4893899204244032,0.6202445652173914
"Redis, SQL",Api Design,0.0575,0.08,0.0415,0.7217391304347827,9.021739130434783,1.0,0.0369,3.306250000000001,0.9434022562398132,0.4322916666666667,0.6975425330812856,0.6202445652173914
Django,"Node.js, Redis",0.0855,0.059,0.0455,0.5321637426900584,9.019724452373872,1.0,0.0404555,2.0113875,0.9722601073065807,0.4595959595959595,0.5028307573751949,0.6516750916840123
"Node.js, Redis",Django,0.059,0.0855,0.0455,0.7711864406779662,9.019724452373872,1.0,0.0404555,3.9967037037037048,0.944879774847894,0.4595959595959595,0.7497938115669395,0.6516750916840123
Data Visualization,"Statistics, SQL",0.0975,0.087,0.0765,0.7846153846153846,9.018567639257297,1.0,0.0680175,4.238928571428572,0.9851719080984194,0.7083333333333334,0.7640913303563905,0.8319628647214854
"Statistics, SQL",Data Visualization,0.087,0.0975,0.0765,0.8793103448275863,9.018567639257297,1.0,0.0680175,7.4778571428571485,0.9738418916306938,0.7083333333333334,0.8662718502244724,0.8319628647214854
"PostgreSQL, Django",Api Design,0.0645,0.08,0.0465,0.7209302325581395,9.011627906976743,1.0,0.04134,3.2966666666666664,0.9503284426130584,0.4744897959183672,0.6966632962588473,0.6510901162790697
Api Design,"PostgreSQL, Django",0.08,0.0645,0.0465,0.5812499999999999,9.011627906976743,1.0,0.04134,2.234029850746268,0.9663394109396916,0.4744897959183672,0.5523784072688401,0.6510901162790697
Api Design,"Python, Redis",0.08,0.068,0.049,0.6125,9.007352941176473,1.0,0.04356,2.4051612903225807,0.966282165039929,0.4949494949494948,0.5842274678111589,0.6665441176470588
"Python, Redis",Api Design,0.068,0.08,0.049,0.7205882352941176,9.007352941176473,1.0,0.04356,3.2926315789473684,0.9538407637733204,0.4949494949494948,0.6962915601023018,0.6665441176470588
Scikit-Learn,Tableau,0.04,0.093,0.0335,0.8375,9.005376344086022,1.0,0.02978,5.581538461538463,0.925995024875622,0.3366834170854271,0.820837927232635,0.5988575268817204
Api Design,"Redis, MongoDB",0.08,0.059,0.0425,0.53125,9.004237288135593,1.0,0.03778,2.0074666666666667,0.966240409207161,0.4404145077720207,0.5018597236981934,0.6257944915254238
"Redis, MongoDB",Api Design,0.059,0.08,0.0425,0.7203389830508475,9.004237288135593,1.0,0.03778,3.289696969696971,0.9446771269613052,0.4404145077720207,0.6960206337509213,0.6257944915254238
"Api Design, Git",Redis,0.0665,0.081,0.0485,0.7293233082706767,9.003991460131811,1.0,0.0431135,3.395194444444445,0.952263678982214,0.4898989898989898,0.7054660590540552,0.6640443701847211
Redis,"Api Design, Git",0.081,0.0665,0.0485,0.5987654320987654,9.003991460131811,1.0,0.0431135,2.326569230769231,0.9672885139607148,0.4898989898989898,0.5701825732177455,0.6640443701847211
Data Cleaning,"Data Visualization, Statistics",0.06,0.087,0.047,0.7833333333333333,9.003831417624522,1.0,0.04178,4.213846153846154,0.9456767768220916,0.47,0.7626871120847024,0.6617816091954023
"Data Visualization, Statistics",Data Cleaning,0.087,0.06,0.047,0.5402298850574713,9.003831417624522,1.0,0.04178,2.0445,0.9736431218102582,0.47,0.5108828564441183,0.6617816091954023
"Power BI, Looker",Tableau,0.049,0.093,0.041,0.8367346938775511,8.997147245995173,1.0,0.036443,5.5553750000000015,0.9346515862634968,0.4059405940594059,0.8199941498098688,0.6387974544656573
"Tableau, Scikit-Learn",Statistics,0.0335,0.103,0.031,0.925373134328358,8.984205187653963,1.0,0.0275495,12.019799999999984,0.9194966874155166,0.2938388625592417,0.9168039401653936,0.6131720040573829
"Tableau, Looker",Statistics,0.0465,0.103,0.043,0.9247311827956988,8.97797264850193,1.0,0.0382104999999999,11.917285714285708,0.9319520493652516,0.4037558685446009,0.9160882751345584,0.6711034554755193
